profile_name,rank,app_id,title,tags_text,rating,positive_ratio,user_reviews,price_final,score,content_score_z,popularity_score_z,train_positive_count,cold_start_method,content_weight,popularity_weight,preferred_tags,matched_preferred_tags,liked_app_ids,nearest_liked_title,recommendation_reason
no_preferences_new_user,1,440,Team Fortress 2,,Very Positive,93,985819,0.0,6.7096263884432785,,6.7096263884432785,2855,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,2,374320,DARK SOULS™ III,,Very Positive,94,230407,30.0,6.367803330457198,,6.367803330457198,1959,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,3,292030,The Witcher® 3: Wild Hunt,,Overwhelmingly Positive,96,668455,40.0,6.336223352978904,,6.336223352978904,1892,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,4,550,Left 4 Dead 2,,Overwhelmingly Positive,97,574470,10.0,6.241786113032241,,6.241786113032241,1705,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,5,377160,Fallout 4,,Very Positive,83,205094,20.0,6.2310790236623115,,6.2310790236623115,1685,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,6,620,Portal 2,,Overwhelmingly Positive,98,293053,10.0,6.202079038296828,,6.202079038296828,1632,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,7,431960,Wallpaper Engine,,Overwhelmingly Positive,98,637341,4.0,6.190890348877174,,6.190890348877174,1612,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,8,49520,Borderlands 2,,Overwhelmingly Positive,95,184041,20.0,6.185243871372082,,6.185243871372082,1602,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,9,304930,Unturned,Free to Play Survival Zombies Multiplayer Open World Co-op Crafting Sandbox Adventure Shooter First-Person Post-apocalyptic Looter Shooter Action FPS Singleplayer Massively Multiplayer Atmospheric Indie Casual,Very Positive,91,515016,0.0,6.165778862128416,,6.165778862128416,1568,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
no_preferences_new_user,10,945360,Among Us,,Very Positive,92,587821,3.0,6.099782467341589,,6.099782467341589,1458,train_positive_popularity_fallback,0.0,1.0,,,,,Train 긍정 평가가 많은 인기 게임
